['contig-0092817', 5843295]
['contig-0028631', 25484]
['contig-0030214', 25484]
['contig-0063155', 25484]
['contig-0011648', 25483]
['contig-0106007', 25483]
['contig-0117850', 25483]
['contig-0002546', 25482]
['contig-0059163', 25482]
['contig-0075732', 25482]
['contig-0082571', 25482]
['contig-0090831', 25482]
['contig-0020611', 25481]
['contig-0021130', 25481]
['contig-0090572', 25481]
['contig-0122867', 25481]
['contig-0005563', 25480]
['contig-0031896', 25479]
['contig-0071833', 25479]
['contig-0087421', 25479]
['contig-0049079', 25476]
['contig-0054317', 25476]
['contig-0059585', 25476]
['contig-0085117', 25476]
['contig-0000466', 25475]
['contig-0038030', 25475]
['contig-0045999', 25475]
['contig-0017968', 25474]
['contig-0022754', 25474]
['contig-0047011', 25474]
['contig-0084112', 25474]
['contig-0099765', 25474]
['contig-0035392', 25473]
['contig-0115833', 25473]
['contig-0034994', 25472]
['contig-0088142', 25472]
['contig-0116161', 25472]
['contig-0004024', 25471]
['contig-0014621', 25470]
['contig-0095535', 25470]
['contig-0034971', 25468]
['contig-0119492', 25468]
['contig-0125326', 25468]
['contig-0005177', 25467]
['contig-0006967', 25467]
['contig-0091698', 25466]
['contig-0066686', 25465]
['contig-0021974', 25464]
['contig-0035379', 25464]
['contig-0116876', 25464]
['contig-0118917', 25463]
['contig-0026727', 25462]
['contig-0116416', 25462]
['contig-0119974', 25462]
['contig-0055689', 25461]
['contig-0088052', 25461]
['contig-0121335', 25461]
['contig-0098750', 25460]
['contig-0102734', 25460]
['contig-0074804', 25459]
['contig-0101522', 25459]
['contig-0024396', 25458]
['contig-0120907', 25458]
['contig-0044055', 25457]
['contig-0045641', 25457]
['contig-0084683', 25457]
['contig-0124006', 25457]
['contig-0080365', 25456]
['contig-0094995', 25456]
['contig-0036000', 25455]
['contig-0080139', 25455]
['contig-0018970', 25454]
['contig-0029213', 25454]
['contig-0114879', 25454]
['contig-0122373', 25454]
['contig-0076033', 25453]
['contig-0037640', 25452]
['contig-0051474', 25452]
['contig-0080763', 25452]
['contig-0127353', 25452]
['contig-0024628', 25451]
['contig-0025727', 25451]
['contig-0028781', 25451]
['contig-0112906', 25451]
['contig-0037430', 25450]
['contig-0048775', 25450]
['contig-0066346', 25449]
['contig-0101230', 25449]
['contig-0120041', 25449]
['contig-0124596', 25449]
['contig-0000544', 25448]
['contig-0031222', 25448]
['contig-0053129', 25446]
['contig-0059095', 25446]
['contig-0044477', 25444]
['contig-0061189', 25444]
['contig-0108990', 25444]
['contig-0036910', 25443]
['contig-0067905', 25443]
['contig-0102371', 25443]
['contig-0125334', 25443]
['contig-0126658', 25443]
['contig-0051148', 25442]
['contig-0012969', 25441]
['contig-0107057', 25441]
['contig-0110130', 25439]
['contig-0047439', 25438]
['contig-0102141', 25438]
['contig-0117446', 25438]
['contig-0030882', 25437]
['contig-0073920', 25437]
['contig-0085757', 25437]
['contig-0100973', 25437]
['contig-0016739', 25436]
['contig-0045989', 25436]
['contig-0070216', 25436]
['contig-0075742', 25436]
['contig-0083665', 25436]
['contig-0110530', 25436]
['contig-0121202', 25436]
['contig-0005474', 25435]
['contig-0100426', 25435]
['contig-0125099', 25435]
['contig-0023524', 25433]
['contig-0027867', 25433]
['contig-0034463', 25433]
['contig-0035700', 25433]
['contig-0082113', 25433]
['contig-0028641', 25432]
['contig-0031947', 25432]
['contig-0015065', 25431]
['contig-0098502', 25431]
['contig-0103719', 25431]
['contig-0127693', 25431]
['contig-0006017', 25430]
['contig-0030243', 25430]
['contig-0039199', 25430]
['contig-0092896', 25430]
['contig-0114374', 25430]
['contig-0016100', 25429]
['contig-0091805', 25429]
['contig-0107035', 25429]
['contig-0120213', 25429]
['contig-0017306', 25428]
['contig-0016332', 25427]
['contig-0037303', 25426]
['contig-0050333', 25426]
['contig-0065978', 25426]
['contig-0042076', 25425]
['contig-0034319', 25423]
['contig-0120514', 25423]
['contig-0023480', 25422]
['contig-0039401', 25422]
['contig-0079362', 25422]
['contig-0081707', 25422]
['contig-0099857', 25422]
['contig-0022269', 25421]
['contig-0119604', 25421]
['contig-0058345', 25420]
['contig-0072333', 25420]
['contig-0018681', 25419]
['contig-0035075', 25419]
['contig-0088378', 25419]
['contig-0000489', 25418]
['contig-0051902', 25418]
['contig-0024728', 25417]
['contig-0058650', 25417]
['contig-0071056', 25415]
['contig-0079543', 25415]
['contig-0102783', 25414]
['contig-0024153', 25413]
['contig-0034518', 25413]
['contig-0039975', 25413]
['contig-0080598', 25413]
['contig-0028240', 25412]
['contig-0028607', 25412]
['contig-0055654', 25412]
['contig-0094224', 25412]
['contig-0101662', 25412]
['contig-0027284', 25410]
['contig-0086194', 25410]
['contig-0093420', 25408]
['contig-0095438', 25408]
['contig-0105003', 25408]
['contig-0095912', 25407]
['contig-0031809', 25406]
['contig-0061409', 25406]
['contig-0061647', 25406]
['contig-0034018', 25405]
['contig-0041992', 25405]
['contig-0063582', 25405]
['contig-0115476', 25405]
['contig-0042663', 25403]
['contig-0105046', 25402]
['contig-0116722', 25402]
['contig-0018892', 25400]
['contig-0063465', 25400]
['contig-0077353', 25400]
['contig-0000623', 25399]
['contig-0012379', 25399]
['contig-0060972', 25398]
['contig-0068282', 25398]
['contig-0075856', 25398]
['contig-0097827', 25398]
['contig-0005869', 25397]
['contig-0006808', 25397]
['contig-0083499', 25397]
['contig-0037228', 25396]
['contig-0074368', 25396]
['contig-0083690', 25396]
['contig-0002211', 25395]
['contig-0059864', 25395]
['contig-0127772', 25395]
['contig-0059875', 25394]
['contig-0069857', 25394]
['contig-0076187', 25394]
['contig-0090125', 25394]
['contig-0007152', 25393]
['contig-0031333', 25393]
['contig-0041450', 25393]
['contig-0067500', 25393]
['contig-0001998', 25392]
['contig-0066281', 25392]
['contig-0104673', 25392]
['contig-0109301', 25392]
['contig-0008854', 25390]
['contig-0038330', 25389]
['contig-0079036', 25389]
['contig-0104926', 25389]
['contig-0104169', 25388]
['contig-0007063', 25387]
['contig-0043628', 25387]
['contig-0049188', 25387]
['contig-0006579', 25386]
['contig-0015074', 25386]
['contig-0060146', 25386]
['contig-0093810', 25386]
['contig-0125176', 25386]
['contig-0001807', 25385]
['contig-0014926', 25384]
['contig-0022591', 25384]
['contig-0027889', 25384]
['contig-0053126', 25384]
['contig-0077066', 25384]
['contig-0020114', 25382]
['contig-0082793', 25382]
['contig-0058847', 25381]
['contig-0117815', 25381]
['contig-0128116', 25381]
['contig-0049255', 25380]
['contig-0064338', 25380]
['contig-0090957', 25380]
['contig-0027979', 25379]
['contig-0071483', 25379]
['contig-0120033', 25379]
['contig-0121034', 25379]
['contig-0122660', 25379]
['contig-0002387', 25377]
['contig-0015602', 25377]
['contig-0089451', 25377]
['contig-0106523', 25377]
['contig-0087669', 25376]
['contig-0112490', 25376]
['contig-0128350', 25376]
['contig-0098664', 25375]
['contig-0097672', 25374]
['contig-0101608', 25374]
['contig-0102538', 25374]
['contig-0025929', 25373]
['contig-0046967', 25373]
['contig-0099807', 25372]
['contig-0104452', 25372]
['contig-0063866', 25371]
['contig-0107275', 25371]
['contig-0022011', 25370]
['contig-0090373', 25370]
['contig-0033357', 25369]
['contig-0053679', 25369]
['contig-0055110', 25369]
['contig-0106631', 25369]
['contig-0123496', 25369]
['contig-0006240', 25368]
['contig-0075192', 25368]
['contig-0095169', 25367]
['contig-0104328', 25367]
['contig-0118078', 25366]
['contig-0090510', 25365]
['contig-0070426', 25364]
['contig-0124693', 25364]
['contig-0079460', 25363]
['contig-0086941', 25363]
['contig-0110125', 25363]
['contig-0065591', 25362]
['contig-0115588', 25362]
['contig-0048973', 25361]
['contig-0124662', 25361]
['contig-0061279', 25360]
['contig-0088347', 25359]
['contig-0117632', 25359]
['contig-0040620', 25358]
['contig-0052612', 25358]
['contig-0127269', 25358]
['contig-0069835', 25357]
['contig-0083806', 25357]
['contig-0104122', 25357]
['contig-0127367', 25357]
['contig-0040757', 25356]
['contig-0001390', 25355]
['contig-0113862', 25355]
['contig-0010428', 25354]
['contig-0020392', 25354]
['contig-0027972', 25354]
['contig-0063571', 25354]
['contig-0104528', 25354]
['contig-0120577', 25354]
['contig-0014792', 25353]
['contig-0116243', 25353]
['contig-0036889', 25352]
['contig-0005187', 25351]
['contig-0024629', 25351]
['contig-0116400', 25351]
['contig-0032032', 25350]
['contig-0052632', 25350]
['contig-0064450', 25350]
['contig-0097717', 25350]
['contig-0019162', 25349]
['contig-0009986', 25348]
['contig-0037389', 25348]
['contig-0107743', 25348]
['contig-0114052', 25348]
['contig-0013302', 25347]
['contig-0019718', 25347]
['contig-0022545', 25347]
['contig-0076839', 25347]
['contig-0002999', 25345]
['contig-0011039', 25345]
['contig-0058061', 25345]
['contig-0109979', 25345]
['contig-0067056', 25344]
['contig-0085165', 25344]
['contig-0097416', 25343]
['contig-0115371', 25343]
['contig-0009557', 25342]
['contig-0099602', 25342]
['contig-0122735', 25341]
['contig-0004236', 25339]
['contig-0062549', 25339]
['contig-0099462', 25339]
['contig-0048035', 25338]
['contig-0068804', 25338]
['contig-0027770', 25337]
['contig-0066269', 25337]
['contig-0015640', 25336]
['contig-0128205', 25336]
['contig-0108006', 25334]
['contig-0118509', 25334]
['contig-0075931', 25333]
['contig-0121019', 25333]
['contig-0124453', 25333]
['contig-0021338', 25332]
['contig-0101421', 25332]
['contig-0123742', 25332]
['contig-0013768', 25331]
['contig-0032889', 25331]
['contig-0103990', 25330]
['contig-0016374', 25329]
['contig-0057975', 25328]
['contig-0095850', 25328]
['contig-0007639', 25327]
['contig-0027290', 25327]
['contig-0002370', 25326]
['contig-0072301', 25326]
['contig-0126036', 25326]
['contig-0000249', 25325]
['contig-0004706', 25324]
['contig-0062039', 25324]
['contig-0035822', 25323]
['contig-0036415', 25323]
['contig-0049879', 25321]
['contig-0097409', 25321]
['contig-0104681', 25321]
['contig-0105262', 25321]
['contig-0127189', 25321]
['contig-0128419', 25321]
['contig-0033232', 25320]
['contig-0066794', 25319]
['contig-0104504', 25319]
['contig-0110175', 25319]
['contig-0123052', 25318]
['contig-0112857', 25317]
['contig-0120662', 25317]
['contig-0029563', 25315]
['contig-0034304', 25315]
['contig-0059981', 25315]
['contig-0108059', 25315]
['contig-0006643', 25314]
['contig-0029861', 25314]
['contig-0111824', 25314]
['contig-0115732', 25314]
['contig-0127153', 25314]
['contig-0018009', 25313]
['contig-0103538', 25313]
['contig-0041031', 25312]
['contig-0044706', 25311]
['contig-0065185', 25310]
['contig-0087434', 25309]
['contig-0021736', 25308]
['contig-0041789', 25308]
['contig-0052779', 25307]
['contig-0094636', 25307]
['contig-0001703', 25305]
['contig-0055662', 25305]
['contig-0079260', 25304]
['contig-0116242', 25304]
['contig-0003209', 25303]
['contig-0096822', 25303]
['contig-0024960', 25302]
['contig-0043160', 25302]
['contig-0081112', 25302]
['contig-0013419', 25301]
['contig-0042984', 25301]
['contig-0061156', 25301]
['contig-0067106', 25301]
['contig-0085605', 25301]
['contig-0101476', 25301]
['contig-0005466', 25300]
['contig-0044382', 25300]
['contig-0059811', 25300]
['contig-0014311', 25299]
['contig-0030734', 25299]
['contig-0122974', 25299]
['contig-0033504', 25298]
['contig-0099261', 25298]
['contig-0010650', 25297]
['contig-0120752', 25296]
['contig-0104984', 25295]
['contig-0015841', 25293]
['contig-0026959', 25293]
['contig-0043752', 25293]
['contig-0076604', 25293]
['contig-0076888', 25293]
['contig-0120625', 25293]
['contig-0030039', 25292]
['contig-0036841', 25292]
['contig-0041323', 25292]
['contig-0127431', 25292]
['contig-0059949', 25290]
['contig-0064882', 25290]
['contig-0012506', 25288]
['contig-0071241', 25288]
['contig-0089489', 25287]
['contig-0054416', 25286]
['contig-0007091', 25285]
['contig-0032357', 25285]
['contig-0120880', 25285]
['contig-0105057', 25284]
['contig-0109355', 25284]
['contig-0123115', 25284]
['contig-0085802', 25283]
['contig-0115484', 25283]
['contig-0126625', 25283]
['contig-0033679', 25282]
['contig-0066902', 25282]
['contig-0070328', 25281]
['contig-0091245', 25281]
['contig-0107880', 25281]
['contig-0019844', 25280]
['contig-0022560', 25280]
['contig-0095780', 25280]
['contig-0104076', 25280]
['contig-0075902', 25279]
['contig-0128210', 25279]
['contig-0079776', 25278]
['contig-0105676', 25278]
['contig-0017877', 25277]
['contig-0051319', 25277]
['contig-0050583', 25276]
['contig-0113474', 25276]
['contig-0121207', 25276]
['contig-0009328', 25275]
['contig-0084652', 25275]
['contig-0010686', 25274]
['contig-0040237', 25274]
['contig-0056368', 25274]
['contig-0098515', 25274]
['contig-0126858', 25274]
['contig-0000421', 25273]
['contig-0096391', 25273]
['contig-0106892', 25273]
['contig-0087408', 25272]
['contig-0099700', 25272]
['contig-0107033', 25272]
['contig-0029662', 25271]
['contig-0045421', 25270]
['contig-0086108', 25270]
['contig-0103786', 25270]
['contig-0121694', 25270]
['contig-0006862', 25269]
['contig-0113225', 25269]
['contig-0126278', 25269]
['contig-0014157', 25268]
['contig-0069287', 25268]
['contig-0091364', 25268]
['contig-0000160', 25267]
['contig-0074960', 25265]
['contig-0067742', 25263]
['contig-0086212', 25263]
['contig-0117471', 25262]
['contig-0074864', 25261]
['contig-0089195', 25261]
['contig-0102727', 25261]
['contig-0021224', 25260]
['contig-0044476', 25259]
['contig-0063218', 25259]
['contig-0078568', 25259]
['contig-0128217', 25259]
['contig-0044300', 25258]
['contig-0059302', 25258]
['contig-0110477', 25257]
['contig-0122536', 25257]
['contig-0000995', 25255]
['contig-0015391', 25255]
['contig-0064218', 25255]
['contig-0062637', 25254]
['contig-0071973', 25253]
['contig-0115505', 25253]
['contig-0030664', 25252]
['contig-0038931', 25252]
['contig-0089611', 25252]
['contig-0016610', 25249]
['contig-0017145', 25249]
['contig-0122434', 25249]
['contig-0020435', 25248]
['contig-0038803', 25248]
['contig-0055736', 25248]
['contig-0082602', 25248]
['contig-0113734', 25247]
['contig-0044457', 25245]
['contig-0093150', 25244]
['contig-0115314', 25244]
['contig-0014043', 25243]
['contig-0052175', 25243]
['contig-0078901', 25243]
['contig-0028917', 25242]
['contig-0033475', 25242]
['contig-0058020', 25242]
['contig-0111515', 25242]
['contig-0122408', 25242]
['contig-0097579', 25241]
['contig-0059305', 25240]
['contig-0068019', 25240]
['contig-0094738', 25240]
['contig-0107386', 25240]
['contig-0002461', 25239]
['contig-0059060', 25239]
['contig-0068598', 25239]
['contig-0090806', 25239]
['contig-0069654', 25238]
['contig-0005207', 25237]
['contig-0061744', 25237]
['contig-0007687', 25236]
['contig-0029428', 25236]
['contig-0067659', 25236]
['contig-0024575', 25235]
['contig-0038394', 25235]
['contig-0100078', 25235]
['contig-0084791', 25234]
['contig-0116275', 25234]
['contig-0099873', 25233]
['contig-0055407', 25231]
['contig-0104863', 25230]
['contig-0110634', 25230]
['contig-0127558', 25229]
['contig-0064334', 25228]
['contig-0113868', 25228]
['contig-0051417', 25227]
['contig-0064122', 25227]
['contig-0065507', 25227]
['contig-0028276', 25226]
['contig-0063733', 25226]
['contig-0068716', 25225]
['contig-0114848', 25225]
['contig-0128090', 25225]
['contig-0061051', 25224]
['contig-0088536', 25224]
['contig-0055669', 25222]
['contig-0061426', 25222]
['contig-0096745', 25222]
['contig-0091902', 25221]
['contig-0001667', 25220]
['contig-0024185', 25220]
['contig-0092927', 25220]
['contig-0094832', 25219]
['contig-0029382', 25218]
['contig-0063193', 25218]
['contig-0079972', 25218]
['contig-0097279', 25218]
['contig-0125507', 25218]
['contig-0085226', 25217]
['contig-0102320', 25217]
['contig-0082341', 25215]
['contig-0007797', 25214]
['contig-0094488', 25214]
['contig-0127082', 25214]
['contig-0026357', 25213]
['contig-0071648', 25213]
['contig-0072566', 25213]
['contig-0117618', 25213]
['contig-0122881', 25213]
['contig-0127913', 25213]
['contig-0100900', 25212]
['contig-0124780', 25212]
['contig-0047191', 25211]
['contig-0015558', 25210]
['contig-0065701', 25210]
['contig-0103146', 25210]
['contig-0003279', 25209]
['contig-0025842', 25209]
['contig-0043359', 25209]
['contig-0053697', 25208]
['contig-0076441', 25207]
['contig-0122886', 25207]
['contig-0038378', 25206]
['contig-0056341', 25206]
['contig-0114614', 25206]
['contig-0001338', 25205]
['contig-0021044', 25205]
['contig-0017010', 25204]
['contig-0025740', 25204]
['contig-0067470', 25204]
['contig-0075439', 25204]
['contig-0017221', 25203]
['contig-0003201', 25202]
['contig-0010673', 25202]
['contig-0126084', 25202]
['contig-0118313', 25201]
['contig-0013412', 25200]
['contig-0018396', 25200]
['contig-0122539', 25200]
['contig-0007155', 25199]
['contig-0092566', 25198]
['contig-0107982', 25198]
['contig-0008194', 25197]
['contig-0022841', 25197]
['contig-0084742', 25197]
['contig-0043398', 25196]
['contig-0071972', 25196]
['contig-0119037', 25195]
['contig-0045061', 25194]
['contig-0053015', 25194]
['contig-0055547', 25194]
['contig-0085393', 25194]
['contig-0111484', 25193]
['contig-0039175', 25190]
['contig-0070314', 25190]
['contig-0016018', 25189]
['contig-0085530', 25189]
