['DEINVI_00007', 132903021]
['DEINVI_20398', 5653]
['DEINVI_09291', 5652]
['DEINVI_20399', 5652]
['DEINVI_20400', 5651]
['DEINVI_20401', 5651]
['DEINVI_20402', 5651]
['DEINVI_20403', 5651]
['DEINVI_20404', 5650]
['DEINVI_09238', 5649]
['DEINVI_20405', 5648]
['DEINVI_20406', 5648]
['DEINVI_20407', 5647]
['DEINVI_20408', 5647]
['DEINVI_20409', 5646]
['DEINVI_20410', 5645]
['DEINVI_20411', 5645]
['DEINVI_20412', 5645]
['DEINVI_20413', 5644]
['DEINVI_20414', 5644]
['DEINVI_20415', 5644]
['DEINVI_20416', 5644]
['DEINVI_20417', 5644]
['DEINVI_20418', 5643]
['DEINVI_09018', 5642]
['DEINVI_20419', 5641]
['DEINVI_20420', 5641]
['DEINVI_20421', 5641]
['DEINVI_20422', 5641]
['DEINVI_20423', 5641]
['DEINVI_01402', 5639]
['DEINVI_20424', 5637]
['DEINVI_20425', 5637]
['DEINVI_20426', 5636]
['DEINVI_20427', 5635]
['DEINVI_20428', 5635]
['DEINVI_20429', 5633]
['DEINVI_20430', 5633]
['DEINVI_20431', 5633]
['DEINVI_20432', 5633]
['DEINVI_20433', 5633]
['DEINVI_20434', 5633]
['DEINVI_20435', 5631]
['DEINVI_20436', 5631]
['DEINVI_20437', 5630]
['DEINVI_20438', 5630]
['DEINVI_20439', 5630]
['DEINVI_20440', 5630]
['DEINVI_06075', 5629]
['DEINVI_09343', 5628]
['DEINVI_10600', 5628]
['DEINVI_20441', 5628]
['DEINVI_20442', 5628]
['DEINVI_20443', 5627]
['DEINVI_20444', 5626]
['DEINVI_20445', 5626]
['DEINVI_20446', 5626]
['DEINVI_08379', 5625]
['DEINVI_20447', 5625]
['DEINVI_20448', 5624]
['DEINVI_20449', 5624]
['DEINVI_07687', 5623]
['DEINVI_09578', 5622]
['DEINVI_20450', 5621]
['DEINVI_01606', 5620]
['DEINVI_02798', 5620]
['DEINVI_08550', 5620]
['DEINVI_20451', 5620]
['DEINVI_07491', 5619]
['DEINVI_09271', 5618]
['DEINVI_20452', 5618]
['DEINVI_20453', 5617]
['DEINVI_20454', 5617]
['DEINVI_20455', 5616]
['DEINVI_20456', 5616]
['DEINVI_20457', 5615]
['DEINVI_00952', 5614]
['DEINVI_20458', 5614]
['DEINVI_20459', 5613]
['DEINVI_20460', 5612]
['DEINVI_20461', 5612]
['DEINVI_20462', 5611]
['DEINVI_20463', 5611]
['DEINVI_20464', 5610]
['DEINVI_20465', 5610]
['DEINVI_20466', 5610]
['DEINVI_20467', 5609]
['DEINVI_20468', 5609]
['DEINVI_20469', 5609]
['DEINVI_20470', 5609]
['DEINVI_20471', 5608]
['DEINVI_20472', 5608]
['DEINVI_20473', 5607]
['DEINVI_20474', 5607]
['DEINVI_20475', 5606]
['DEINVI_20476', 5606]
['DEINVI_20477', 5605]
['DEINVI_20478', 5605]
['DEINVI_20479', 5604]
['DEINVI_20480', 5602]
['DEINVI_20481', 5602]
['DEINVI_20482', 5601]
['DEINVI_20483', 5601]
['DEINVI_09659', 5600]
['DEINVI_20484', 5600]
['DEINVI_20485', 5599]
['DEINVI_20486', 5599]
['DEINVI_20487', 5599]
['DEINVI_20488', 5598]
['DEINVI_20489', 5598]
['DEINVI_20490', 5597]
['DEINVI_20491', 5597]
['DEINVI_20492', 5596]
['DEINVI_20493', 5596]
['DEINVI_20494', 5596]
['DEINVI_20495', 5596]
['DEINVI_03057', 5595]
['DEINVI_20496', 5595]
['DEINVI_20497', 5594]
['DEINVI_20498', 5593]
['DEINVI_20499', 5593]
['DEINVI_20500', 5592]
['DEINVI_20501', 5592]
['DEINVI_09829', 5591]
['DEINVI_06301', 5590]
['DEINVI_02856', 5589]
['DEINVI_20502', 5589]
['DEINVI_20503', 5588]
['DEINVI_20504', 5588]
['DEINVI_20505', 5587]
['DEINVI_20506', 5586]
['DEINVI_20507', 5586]
['DEINVI_20508', 5586]
['DEINVI_20509', 5586]
['DEINVI_20510', 5585]
['DEINVI_20511', 5584]
['DEINVI_20512', 5582]
['DEINVI_20513', 5582]
['DEINVI_20514', 5582]
['DEINVI_20515', 5582]
['DEINVI_20516', 5581]
['DEINVI_20517', 5581]
['DEINVI_20518', 5581]
['DEINVI_20519', 5580]
['DEINVI_20520', 5580]
['DEINVI_20521', 5579]
['DEINVI_20522', 5579]
['DEINVI_07117', 5578]
['DEINVI_08223', 5578]
['DEINVI_20523', 5578]
['DEINVI_20524', 5578]
['DEINVI_20525', 5578]
['DEINVI_20526', 5578]
['DEINVI_20527', 5577]
['DEINVI_20528', 5577]
['DEINVI_01172', 5576]
['DEINVI_20529', 5575]
['DEINVI_20530', 5575]
['DEINVI_20531', 5575]
['DEINVI_20532', 5575]
['DEINVI_20533', 5573]
['DEINVI_20534', 5573]
['DEINVI_20535', 5572]
['DEINVI_20536', 5572]
['DEINVI_20537', 5572]
['DEINVI_07914', 5571]
['DEINVI_20538', 5571]
['DEINVI_20539', 5570]
['DEINVI_20540', 5570]
['DEINVI_20541', 5569]
['DEINVI_10479', 5568]
['DEINVI_20542', 5568]
['DEINVI_20543', 5568]
['DEINVI_20544', 5568]
['DEINVI_20545', 5568]
['DEINVI_20546', 5567]
['DEINVI_20547', 5567]
['DEINVI_20548', 5566]
['DEINVI_20549', 5566]
['DEINVI_20550', 5565]
['DEINVI_20551', 5565]
['DEINVI_09145', 5564]
['DEINVI_20552', 5563]
['DEINVI_20553', 5562]
['DEINVI_20554', 5562]
['DEINVI_20555', 5562]
['DEINVI_04905', 5561]
['DEINVI_08921', 5561]
['DEINVI_20556', 5561]
['DEINVI_20557', 5561]
['DEINVI_20558', 5561]
['DEINVI_20559', 5560]
['DEINVI_20560', 5560]
['DEINVI_20561', 5559]
['DEINVI_20562', 5557]
['DEINVI_20563', 5555]
['DEINVI_20564', 5555]
['DEINVI_07157', 5554]
['DEINVI_20565', 5554]
['DEINVI_20566', 5554]
['DEINVI_20567', 5554]
['DEINVI_20568', 5554]
['DEINVI_20569', 5553]
['DEINVI_20570', 5553]
['DEINVI_20571', 5552]
['DEINVI_20572', 5552]
['DEINVI_20573', 5552]
['DEINVI_05546', 5551]
['DEINVI_07195', 5551]
['DEINVI_20574', 5549]
['DEINVI_20575', 5548]
['DEINVI_07080', 5547]
['DEINVI_20576', 5547]
['DEINVI_20577', 5547]
['DEINVI_20578', 5547]
['DEINVI_20579', 5545]
['DEINVI_20580', 5545]
['DEINVI_20581', 5544]
['DEINVI_20582', 5543]
['DEINVI_02379', 5542]
['DEINVI_20583', 5542]
['DEINVI_03105', 5540]
['DEINVI_20584', 5540]
['DEINVI_20585', 5540]
['DEINVI_20586', 5540]
['DEINVI_20587', 5539]
['DEINVI_20588', 5539]
['DEINVI_20589', 5538]
['DEINVI_20590', 5538]
['DEINVI_05588', 5537]
['DEINVI_06238', 5537]
['DEINVI_20591', 5537]
['DEINVI_20592', 5537]
['DEINVI_20593', 5537]
['DEINVI_20594', 5536]
['DEINVI_20595', 5536]
['DEINVI_02265', 5535]
['DEINVI_20596', 5535]
['DEINVI_09554', 5533]
['DEINVI_20597', 5533]
['DEINVI_20598', 5533]
['DEINVI_20599', 5532]
['DEINVI_20600', 5532]
['DEINVI_20601', 5531]
['DEINVI_20602', 5531]
['DEINVI_20603', 5530]
['DEINVI_01237', 5529]
['DEINVI_20604', 5529]
['DEINVI_20605', 5528]
['DEINVI_20606', 5528]
['DEINVI_05504', 5527]
['DEINVI_08371', 5527]
['DEINVI_20607', 5527]
['DEINVI_20608', 5527]
['DEINVI_06411', 5526]
['DEINVI_20609', 5526]
['DEINVI_20610', 5523]
['DEINVI_20611', 5523]
['DEINVI_20612', 5523]
['DEINVI_20613', 5523]
['DEINVI_20614', 5521]
['DEINVI_20615', 5521]
['DEINVI_20616', 5521]
['DEINVI_20617', 5521]
['DEINVI_20618', 5520]
['DEINVI_20619', 5520]
['DEINVI_20620', 5519]
['DEINVI_01551', 5518]
['DEINVI_06305', 5518]
['DEINVI_20621', 5518]
['DEINVI_20622', 5518]
['DEINVI_20623', 5517]
['DEINVI_20624', 5517]
['DEINVI_20625', 5517]
['DEINVI_20626', 5517]
['DEINVI_20627', 5517]
['DEINVI_20628', 5516]
['DEINVI_20629', 5515]
['DEINVI_20630', 5515]
['DEINVI_20631', 5515]
['DEINVI_20632', 5514]
['DEINVI_20633', 5514]
['DEINVI_20634', 5513]
['DEINVI_20635', 5513]
['DEINVI_08785', 5512]
['DEINVI_20636', 5512]
['DEINVI_20637', 5512]
['DEINVI_20638', 5511]
['DEINVI_20639', 5511]
['DEINVI_02185', 5509]
['DEINVI_20640', 5509]
['DEINVI_20641', 5509]
['DEINVI_20642', 5509]
['DEINVI_20643', 5509]
['DEINVI_20644', 5508]
['DEINVI_20645', 5508]
['DEINVI_20646', 5506]
['DEINVI_08792', 5505]
['DEINVI_20647', 5505]
['DEINVI_20648', 5505]
['DEINVI_20649', 5504]
['DEINVI_20650', 5504]
['DEINVI_20651', 5504]
['DEINVI_20652', 5503]
['DEINVI_20653', 5503]
['DEINVI_20654', 5502]
['DEINVI_20655', 5502]
['DEINVI_02749', 5501]
['DEINVI_20656', 5501]
['DEINVI_20657', 5501]
['DEINVI_20658', 5501]
['DEINVI_20659', 5501]
['DEINVI_20660', 5500]
['DEINVI_20661', 5500]
['DEINVI_20662', 5500]
['DEINVI_20663', 5500]
['DEINVI_20664', 5500]
['DEINVI_20665', 5499]
['DEINVI_20666', 5498]
['DEINVI_20667', 5498]
['DEINVI_20668', 5498]
['DEINVI_20669', 5498]
['DEINVI_20670', 5498]
['DEINVI_20671', 5497]
['DEINVI_20672', 5497]
['DEINVI_01338', 5496]
['DEINVI_20673', 5496]
['DEINVI_04162', 5495]
['DEINVI_20674', 5493]
['DEINVI_20675', 5492]
['DEINVI_20676', 5492]
['DEINVI_20677', 5491]
['DEINVI_20678', 5491]
['DEINVI_20679', 5491]
['DEINVI_20680', 5491]
['DEINVI_20681', 5491]
['DEINVI_20682', 5491]
['DEINVI_20683', 5491]
['DEINVI_20684', 5490]
['DEINVI_20685', 5490]
['DEINVI_20686', 5489]
['DEINVI_20687', 5489]
['DEINVI_20688', 5488]
['DEINVI_03435', 5487]
['DEINVI_20689', 5486]
['DEINVI_20690', 5486]
['DEINVI_20691', 5486]
['DEINVI_20692', 5485]
['DEINVI_20693', 5485]
['DEINVI_20694', 5485]
['DEINVI_20695', 5484]
['DEINVI_20696', 5484]
['DEINVI_20697', 5484]
['DEINVI_20698', 5483]
['DEINVI_04414', 5482]
['DEINVI_20699', 5482]
['DEINVI_20700', 5482]
['DEINVI_20701', 5481]
['DEINVI_20702', 5480]
['DEINVI_20703', 5480]
['DEINVI_20704', 5480]
['DEINVI_05815', 5478]
['DEINVI_09460', 5478]
['DEINVI_09714', 5478]
['DEINVI_20705', 5478]
['DEINVI_20706', 5478]
['DEINVI_20707', 5478]
['DEINVI_20708', 5478]
['DEINVI_20709', 5476]
['DEINVI_08596', 5475]
['DEINVI_20710', 5475]
['DEINVI_20711', 5475]
['DEINVI_20712', 5474]
['DEINVI_20713', 5474]
['DEINVI_20714', 5473]
['DEINVI_20715', 5473]
['DEINVI_20716', 5472]
['DEINVI_20717', 5472]
['DEINVI_07164', 5471]
['DEINVI_20718', 5470]
['DEINVI_20719', 5470]
['DEINVI_06011', 5469]
['DEINVI_20720', 5469]
['DEINVI_20721', 5469]
['DEINVI_20722', 5469]
['DEINVI_20723', 5468]
['DEINVI_03138', 5467]
['DEINVI_20724', 5467]
['DEINVI_20725', 5467]
['DEINVI_20726', 5467]
['DEINVI_00704', 5466]
['DEINVI_20727', 5466]
['DEINVI_20728', 5465]
['DEINVI_20729', 5465]
['DEINVI_08133', 5464]
['DEINVI_20730', 5464]
['DEINVI_20731', 5463]
['DEINVI_20732', 5463]
['DEINVI_20733', 5463]
['DEINVI_20734', 5462]
['DEINVI_20735', 5462]
['DEINVI_20736', 5462]
['DEINVI_06888', 5461]
['DEINVI_20737', 5459]
['DEINVI_20738', 5459]
['DEINVI_20739', 5458]
['DEINVI_20740', 5457]
['DEINVI_20741', 5457]
['DEINVI_20742', 5457]
['DEINVI_08997', 5456]
['DEINVI_20743', 5456]
['DEINVI_20744', 5456]
['DEINVI_20745', 5456]
['DEINVI_20746', 5456]
['DEINVI_20747', 5456]
['DEINVI_20748', 5454]
['DEINVI_20749', 5454]
['DEINVI_20750', 5454]
['DEINVI_06120', 5453]
['DEINVI_20751', 5451]
['DEINVI_20752', 5451]
['DEINVI_08597', 5449]
['DEINVI_20753', 5449]
['DEINVI_08402', 5448]
['DEINVI_20754', 5448]
['DEINVI_20755', 5447]
['DEINVI_20756', 5447]
['DEINVI_20757', 5447]
['DEINVI_20758', 5447]
['DEINVI_20759', 5447]
['DEINVI_20760', 5446]
['DEINVI_20761', 5446]
['DEINVI_20762', 5446]
['DEINVI_20763', 5445]
['DEINVI_20764', 5445]
['DEINVI_20765', 5445]
['DEINVI_20766', 5444]
['DEINVI_20767', 5444]
['DEINVI_20768', 5444]
['DEINVI_20769', 5444]
['DEINVI_20770', 5443]
['DEINVI_20771', 5441]
['DEINVI_20772', 5441]
['DEINVI_20773', 5440]
['DEINVI_20774', 5440]
['DEINVI_20775', 5439]
['DEINVI_20776', 5438]
['DEINVI_07542', 5437]
['DEINVI_20777', 5437]
['DEINVI_20778', 5436]
['DEINVI_02862', 5435]
['DEINVI_20779', 5435]
['DEINVI_20780', 5435]
['DEINVI_20781', 5435]
['DEINVI_10518', 5434]
['DEINVI_20782', 5434]
['DEINVI_20783', 5434]
['DEINVI_20784', 5434]
['DEINVI_20785', 5433]
['DEINVI_00750', 5432]
['DEINVI_05921', 5432]
['DEINVI_08644', 5432]
['DEINVI_20786', 5431]
['DEINVI_20787', 5431]
['DEINVI_20788', 5431]
['DEINVI_20789', 5430]
['DEINVI_20790', 5430]
['DEINVI_20791', 5430]
['DEINVI_20792', 5429]
['DEINVI_20793', 5429]
['DEINVI_20794', 5428]
['DEINVI_20795', 5428]
['DEINVI_20796', 5428]
['DEINVI_20797', 5427]
['DEINVI_20798', 5427]
['DEINVI_20799', 5427]
['DEINVI_01991', 5426]
['DEINVI_09215', 5426]
['DEINVI_20800', 5426]
['DEINVI_20801', 5426]
['DEINVI_20802', 5426]
['DEINVI_05104', 5425]
['DEINVI_20803', 5425]
['DEINVI_20804', 5425]
['DEINVI_20805', 5424]
['DEINVI_08574', 5423]
['DEINVI_20806', 5423]
['DEINVI_20807', 5423]
['DEINVI_20808', 5423]
['DEINVI_20809', 5423]
['DEINVI_08105', 5422]
['DEINVI_20810', 5422]
['DEINVI_20811', 5421]
['DEINVI_01727', 5420]
['DEINVI_20812', 5419]
['DEINVI_20813', 5418]
['DEINVI_20814', 5418]
['DEINVI_03209', 5417]
['DEINVI_20815', 5417]
['DEINVI_20816', 5416]
['DEINVI_20817', 5415]
['DEINVI_08654', 5414]
['DEINVI_20818', 5414]
['DEINVI_20819', 5413]
['DEINVI_20820', 5413]
['DEINVI_20821', 5413]
['DEINVI_02198', 5412]
['DEINVI_20822', 5412]
['DEINVI_01737', 5411]
['DEINVI_20823', 5411]
['DEINVI_20824', 5411]
['DEINVI_01662', 5410]
['DEINVI_20825', 5410]
['DEINVI_05246', 5409]
['DEINVI_20826', 5409]
['DEINVI_20827', 5407]
['DEINVI_20828', 5407]
['DEINVI_20829', 5407]
['DEINVI_04964', 5406]
['DEINVI_20830', 5406]
['DEINVI_20831', 5406]
['DEINVI_20832', 5406]
['DEINVI_20833', 5406]
['DEINVI_20834', 5406]
['DEINVI_20835', 5406]
['DEINVI_20836', 5405]
['DEINVI_20837', 5403]
['DEINVI_08561', 5402]
['DEINVI_20838', 5402]
['DEINVI_20839', 5402]
['DEINVI_05682', 5401]
['DEINVI_20840', 5399]
['DEINVI_20841', 5399]
['DEINVI_20842', 5399]
['DEINVI_20843', 5398]
['DEINVI_20844', 5398]
['DEINVI_20845', 5397]
['DEINVI_20846', 5397]
['DEINVI_20847', 5396]
['DEINVI_20848', 5396]
['DEINVI_20849', 5395]
['DEINVI_20850', 5395]
['DEINVI_20851', 5395]
['DEINVI_02424', 5394]
['DEINVI_07539', 5394]
['DEINVI_20852', 5393]
['DEINVI_20853', 5393]
['DEINVI_20854', 5393]
['DEINVI_20855', 5393]
['DEINVI_20856', 5392]
['DEINVI_20857', 5391]
['DEINVI_08458', 5390]
['DEINVI_20858', 5389]
['DEINVI_20859', 5389]
['DEINVI_20860', 5388]
['DEINVI_20861', 5388]
['DEINVI_20862', 5387]
['DEINVI_09524', 5386]
['DEINVI_20863', 5386]
['DEINVI_20864', 5386]
['DEINVI_20865', 5384]
['DEINVI_20866', 5383]
['DEINVI_20867', 5383]
['DEINVI_20868', 5383]
['DEINVI_08190', 5382]
['DEINVI_20869', 5382]
['DEINVI_20870', 5381]
['DEINVI_20871', 5380]
['DEINVI_03033', 5379]
['DEINVI_05021', 5379]
['DEINVI_20872', 5379]
['DEINVI_20873', 5379]
['DEINVI_20874', 5378]
['DEINVI_20875', 5378]
['DEINVI_20876', 5378]
['DEINVI_20877', 5378]
['DEINVI_20878', 5378]
['DEINVI_20879', 5377]
['DEINVI_20880', 5376]
['DEINVI_20881', 5376]
['DEINVI_10380', 5374]
['DEINVI_10650', 5374]
['DEINVI_20882', 5373]
['DEINVI_20883', 5373]
['DEINVI_20884', 5373]
['DEINVI_05637', 5372]
['DEINVI_20885', 5372]
['DEINVI_20886', 5372]
['DEINVI_10692', 5371]
['DEINVI_20887', 5371]
['DEINVI_20888', 5371]
['DEINVI_20889', 5370]
['DEINVI_20890', 5369]
['DEINVI_20891', 5369]
['DEINVI_20892', 5368]
['DEINVI_20893', 5368]
['DEINVI_20894', 5368]
['DEINVI_00628', 5366]
['DEINVI_05956', 5365]
['DEINVI_06522', 5364]
['DEINVI_20895', 5364]
['DEINVI_20896', 5364]
['DEINVI_20897', 5364]
['DEINVI_20898', 5363]
['DEINVI_20899', 5363]
['DEINVI_20900', 5363]
['DEINVI_20901', 5362]
['DEINVI_20902', 5362]
['DEINVI_07732', 5361]
['DEINVI_20903', 5361]
['DEINVI_20904', 5361]
['DEINVI_20905', 5361]
['DEINVI_20906', 5360]
['DEINVI_20907', 5360]
['DEINVI_20908', 5360]
['DEINVI_20909', 5360]
['DEINVI_08609', 5359]
['DEINVI_20910', 5359]
['DEINVI_20911', 5359]
['DEINVI_20912', 5357]
['DEINVI_20913', 5356]
['DEINVI_20914', 5356]
['DEINVI_20915', 5356]
['DEINVI_20916', 5356]
['DEINVI_20917', 5354]
['DEINVI_20918', 5353]
['DEINVI_20919', 5353]
['DEINVI_20920', 5353]
['DEINVI_20921', 5353]
['DEINVI_20922', 5353]
['DEINVI_20923', 5353]
['DEINVI_20924', 5352]
['DEINVI_20925', 5352]
['DEINVI_03219', 5351]
['DEINVI_20926', 5351]
['DEINVI_20927', 5350]
['DEINVI_01315', 5349]
['DEINVI_20928', 5349]
['DEINVI_20929', 5348]
['DEINVI_20930', 5348]
['DEINVI_20931', 5348]
['DEINVI_20932', 5347]
['DEINVI_20933', 5347]
['DEINVI_20934', 5346]
['DEINVI_20935', 5346]
['DEINVI_20936', 5346]
['DEINVI_20937', 5346]
['DEINVI_20938', 5346]
['DEINVI_20939', 5346]
['DEINVI_20940', 5345]
['DEINVI_20941', 5345]
['DEINVI_20942', 5344]
['DEINVI_20943', 5344]
['DEINVI_20944', 5344]
['DEINVI_20945', 5344]
['DEINVI_05472', 5343]
['DEINVI_20946', 5343]
['DEINVI_06444', 5342]
['DEINVI_20947', 5342]
['DEINVI_20948', 5342]
['DEINVI_20949', 5342]
['DEINVI_20950', 5342]
['DEINVI_20951', 5342]
['DEINVI_06755', 5341]
['DEINVI_20952', 5341]
['DEINVI_20953', 5341]
['DEINVI_07324', 5340]
['DEINVI_20954', 5340]
['DEINVI_20955', 5340]
['DEINVI_07249', 5338]
['DEINVI_20956', 5338]
['DEINVI_20957', 5338]
['DEINVI_20958', 5337]
['DEINVI_20959', 5337]
['DEINVI_09127', 5336]
['DEINVI_20960', 5336]
['DEINVI_20961', 5336]
['DEINVI_20962', 5336]
['DEINVI_06852', 5335]
['DEINVI_20963', 5333]
['DEINVI_20964', 5333]
['DEINVI_20965', 5333]
['DEINVI_20966', 5332]
['DEINVI_20967', 5332]
['DEINVI_10569', 5330]
['DEINVI_20968', 5329]
['DEINVI_20969', 5329]
['DEINVI_20970', 5328]
['DEINVI_20971', 5327]
['DEINVI_20972', 5327]
['DEINVI_20973', 5327]
['DEINVI_05012', 5326]
['DEINVI_20974', 5326]
['DEINVI_06209', 5325]
['DEINVI_20975', 5324]
['DEINVI_20976', 5324]
['DEINVI_20977', 5323]
['DEINVI_20978', 5323]
['DEINVI_20979', 5323]
['DEINVI_20980', 5322]
['DEINVI_20981', 5322]
['DEINVI_20982', 5322]
['DEINVI_20983', 5322]
['DEINVI_08986', 5321]
['DEINVI_20984', 5321]
['DEINVI_20985', 5321]
['DEINVI_01241', 5320]
['DEINVI_20986', 5320]
['DEINVI_20987', 5320]
['DEINVI_03431', 5319]
['DEINVI_20988', 5319]
['DEINVI_20989', 5319]
['DEINVI_20990', 5318]
['DEINVI_20991', 5318]
['DEINVI_07677', 5317]
['DEINVI_20992', 5317]
['DEINVI_20993', 5317]
['DEINVI_20994', 5316]
['DEINVI_20995', 5316]
['DEINVI_20996', 5316]
['DEINVI_20997', 5315]
['DEINVI_20998', 5314]
['DEINVI_20999', 5314]
['DEINVI_21000', 5313]
['DEINVI_06235', 5312]
['DEINVI_08122', 5312]
['DEINVI_03010', 5310]
['DEINVI_21001', 5310]
['DEINVI_04329', 5309]
['DEINVI_21002', 5308]
['DEINVI_21003', 5306]
['DEINVI_21004', 5306]
['DEINVI_02141', 5305]
['DEINVI_03351', 5305]
['DEINVI_09504', 5305]
['DEINVI_21005', 5305]
['DEINVI_21006', 5305]
['DEINVI_21007', 5304]
['DEINVI_21008', 5304]
['DEINVI_21009', 5303]
['DEINVI_21010', 5302]
['DEINVI_04648', 5301]
['DEINVI_21011', 5300]
['DEINVI_09411', 5299]
['DEINVI_21012', 5299]
['DEINVI_21013', 5299]
['DEINVI_21014', 5298]
['DEINVI_21015', 5298]
['DEINVI_21016', 5298]
['DEINVI_21017', 5298]
['DEINVI_21018', 5297]
['DEINVI_21019', 5297]
['DEINVI_21020', 5297]
['DEINVI_21021', 5297]
['DEINVI_21022', 5296]
['DEINVI_21023', 5296]
['DEINVI_04904', 5295]
['DEINVI_08049', 5295]
['DEINVI_21024', 5295]
['DEINVI_01415', 5294]
['DEINVI_03118', 5294]
['DEINVI_21025', 5294]
['DEINVI_21026', 5294]
['DEINVI_21027', 5294]
['DEINVI_21028', 5293]
['DEINVI_21029', 5293]
['DEINVI_21030', 5293]
['DEINVI_08273', 5292]
['DEINVI_21031', 5292]
['DEINVI_21032', 5292]
['DEINVI_21033', 5292]
['DEINVI_21034', 5291]
['DEINVI_21035', 5291]
['DEINVI_21036', 5291]
['DEINVI_10160', 5290]
['DEINVI_21037', 5290]
['DEINVI_21038', 5290]
['DEINVI_21039', 5289]
['DEINVI_21040', 5289]
['DEINVI_21041', 5288]
['DEINVI_21042', 5287]
['DEINVI_21043', 5287]
['DEINVI_21044', 5287]
['DEINVI_21045', 5287]
['DEINVI_04955', 5286]
['DEINVI_21046', 5286]
['DEINVI_21047', 5286]
['DEINVI_21048', 5286]
['DEINVI_21049', 5286]
['DEINVI_21050', 5284]
['DEINVI_21051', 5284]
['DEINVI_21052', 5284]
['DEINVI_21053', 5283]
['DEINVI_21054', 5283]
['DEINVI_21055', 5282]
['DEINVI_21056', 5281]
['DEINVI_21057', 5281]
['DEINVI_21058', 5281]
['DEINVI_06064', 5280]
['DEINVI_21059', 5279]
['DEINVI_21060', 5279]
['DEINVI_21061', 5278]
['DEINVI_21062', 5277]
['DEINVI_21063', 5277]
['DEINVI_21064', 5276]
['DEINVI_21065', 5275]
['DEINVI_21066', 5275]
['DEINVI_21067', 5275]
['DEINVI_01091', 5273]
['DEINVI_21068', 5273]
['DEINVI_21069', 5273]
['DEINVI_21070', 5272]
['DEINVI_21071', 5271]
['DEINVI_05882', 5270]
['DEINVI_21072', 5270]
['DEINVI_21073', 5270]
['DEINVI_21074', 5270]
['DEINVI_21075', 5269]
['DEINVI_21076', 5268]
['DEINVI_21077', 5267]
['DEINVI_21078', 5266]
['DEINVI_21079', 5266]
['DEINVI_21080', 5265]
['DEINVI_21081', 5264]
['DEINVI_21082', 5263]
['DEINVI_21083', 5262]
['DEINVI_09585', 5261]
['DEINVI_21084', 5261]
['DEINVI_21085', 5260]
['DEINVI_21086', 5260]
['DEINVI_21087', 5260]
['DEINVI_21088', 5260]
['DEINVI_05026', 5258]
['DEINVI_21089', 5258]
['DEINVI_21090', 5257]
['DEINVI_21091', 5257]
['DEINVI_21092', 5257]
['DEINVI_21093', 5257]
['DEINVI_21094', 5256]
['DEINVI_21095', 5256]
['DEINVI_21096', 5256]
['DEINVI_21097', 5255]
['DEINVI_21098', 5254]
['DEINVI_21099', 5254]
['DEINVI_09052', 5253]
['DEINVI_21100', 5252]
['DEINVI_21101', 5252]
['DEINVI_21102', 5252]
['DEINVI_21103', 5252]
['DEINVI_08513', 5251]
['DEINVI_21104', 5251]
['DEINVI_21105', 5250]
['DEINVI_21106', 5250]
['DEINVI_21107', 5250]
['DEINVI_21108', 5250]
['DEINVI_21109', 5249]
['DEINVI_21110', 5249]
['DEINVI_21111', 5248]
['DEINVI_21112', 5248]
['DEINVI_21113', 5247]
['DEINVI_21114', 5247]
['DEINVI_21115', 5247]
['DEINVI_21116', 5247]
['DEINVI_21117', 5247]
['DEINVI_21118', 5246]
['DEINVI_21119', 5246]
['DEINVI_02208', 5245]
['DEINVI_21120', 5244]
['DEINVI_21121', 5243]
['DEINVI_21122', 5242]
['DEINVI_05603', 5241]
['DEINVI_21123', 5241]
['DEINVI_05955', 5240]
['DEINVI_21124', 5240]
['DEINVI_21125', 5239]
['DEINVI_21126', 5239]
['DEINVI_21127', 5238]
['DEINVI_21128', 5238]
['DEINVI_21129', 5238]
['DEINVI_21130', 5238]
['DEINVI_21131', 5237]
['DEINVI_21132', 5236]
['DEINVI_06067', 5234]
['DEINVI_10167', 5234]
['DEINVI_21133', 5234]
['DEINVI_09398', 5233]
['DEINVI_21134', 5231]
['DEINVI_21135', 5231]
['DEINVI_21136', 5231]
['DEINVI_21137', 5231]
['DEINVI_21138', 5231]
['DEINVI_21139', 5230]
['DEINVI_21140', 5230]
['DEINVI_21141', 5227]
['DEINVI_21142', 5227]
['DEINVI_21143', 5227]
['DEINVI_21144', 5227]
['DEINVI_21145', 5226]
['DEINVI_21146', 5226]
['DEINVI_21147', 5225]
['DEINVI_21148', 5225]
['DEINVI_21149', 5225]
['DEINVI_21150', 5224]
['DEINVI_21151', 5224]
['DEINVI_21152', 5224]
['DEINVI_21153', 5224]
['DEINVI_21154', 5224]
['DEINVI_21155', 5223]
['DEINVI_21156', 5222]
['DEINVI_21157', 5222]
['DEINVI_21158', 5222]
['DEINVI_21159', 5221]
['DEINVI_21160', 5221]
['DEINVI_21161', 5221]
['DEINVI_21162', 5221]
['DEINVI_21163', 5221]
['DEINVI_21164', 5221]
['DEINVI_21165', 5220]
['DEINVI_21166', 5218]
['DEINVI_09757', 5217]
['DEINVI_21167', 5217]
['DEINVI_21168', 5217]
['DEINVI_21169', 5216]
['DEINVI_21170', 5216]
['DEINVI_21171', 5216]
['DEINVI_03069', 5214]
['DEINVI_07755', 5214]
['DEINVI_21172', 5214]
['DEINVI_21173', 5214]
['DEINVI_21174', 5213]
['DEINVI_04086', 5211]
['DEINVI_21175', 5211]
['DEINVI_21176', 5210]
