['HiC_scaffold_7', 132869780]
['HiC_scaffold_7244', 7287]
['HiC_scaffold_18054', 7287]
['HiC_scaffold_1754', 7286]
['HiC_scaffold_18055', 7286]
['HiC_scaffold_18056', 7285]
['HiC_scaffold_18057', 7283]
['HiC_scaffold_18058', 7283]
['HiC_scaffold_18059', 7283]
['HiC_scaffold_18060', 7282]
['HiC_scaffold_18061', 7282]
['HiC_scaffold_18062', 7282]
['HiC_scaffold_18063', 7281]
['HiC_scaffold_18064', 7281]
['HiC_scaffold_18065', 7279]
['HiC_scaffold_18066', 7279]
['HiC_scaffold_18067', 7279]
['HiC_scaffold_18068', 7278]
['HiC_scaffold_18069', 7276]
['HiC_scaffold_8274', 7275]
['HiC_scaffold_18070', 7275]
['HiC_scaffold_18071', 7275]
['HiC_scaffold_18072', 7275]
['HiC_scaffold_10363', 7274]
['HiC_scaffold_18073', 7273]
['HiC_scaffold_5987', 7272]
['HiC_scaffold_18074', 7272]
['HiC_scaffold_18075', 7272]
['HiC_scaffold_18076', 7271]
['HiC_scaffold_8991', 7270]
['HiC_scaffold_18077', 7270]
['HiC_scaffold_18078', 7267]
['HiC_scaffold_18079', 7267]
['HiC_scaffold_18080', 7267]
['HiC_scaffold_4897', 7266]
['HiC_scaffold_18081', 7266]
['HiC_scaffold_18082', 7266]
['HiC_scaffold_5069', 7265]
['HiC_scaffold_18083', 7265]
['HiC_scaffold_18084', 7264]
['HiC_scaffold_18085', 7263]
['HiC_scaffold_18086', 7262]
['HiC_scaffold_18087', 7261]
['HiC_scaffold_18088', 7260]
['HiC_scaffold_18089', 7260]
['HiC_scaffold_18090', 7259]
['HiC_scaffold_18091', 7258]
['HiC_scaffold_18092', 7258]
['HiC_scaffold_9688', 7257]
['HiC_scaffold_8154', 7256]
['HiC_scaffold_18093', 7255]
['HiC_scaffold_18094', 7255]
['HiC_scaffold_6705', 7254]
['HiC_scaffold_18095', 7254]
['HiC_scaffold_18096', 7254]
['HiC_scaffold_18097', 7253]
['HiC_scaffold_18098', 7251]
['HiC_scaffold_18099', 7248]
['HiC_scaffold_18100', 7248]
['HiC_scaffold_5558', 7247]
['HiC_scaffold_18101', 7245]
['HiC_scaffold_18102', 7245]
['HiC_scaffold_18103', 7245]
['HiC_scaffold_18104', 7244]
['HiC_scaffold_18105', 7243]
['HiC_scaffold_18106', 7243]
['HiC_scaffold_10137', 7242]
['HiC_scaffold_18107', 7242]
['HiC_scaffold_18108', 7242]
['HiC_scaffold_18109', 7242]
['HiC_scaffold_5855', 7241]
['HiC_scaffold_18110', 7241]
['HiC_scaffold_7387', 7240]
['HiC_scaffold_18111', 7240]
['HiC_scaffold_4973', 7239]
['HiC_scaffold_18112', 7239]
['HiC_scaffold_18113', 7238]
['HiC_scaffold_18114', 7237]
['HiC_scaffold_18115', 7236]
['HiC_scaffold_18116', 7235]
['HiC_scaffold_18117', 7234]
['HiC_scaffold_18118', 7233]
['HiC_scaffold_18119', 7233]
['HiC_scaffold_18120', 7232]
['HiC_scaffold_18121', 7232]
['HiC_scaffold_18122', 7231]
['HiC_scaffold_18123', 7231]
['HiC_scaffold_18124', 7231]
['HiC_scaffold_18125', 7230]
['HiC_scaffold_18126', 7227]
['HiC_scaffold_18127', 7226]
['HiC_scaffold_18128', 7226]
['HiC_scaffold_18129', 7226]
['HiC_scaffold_18130', 7225]
['HiC_scaffold_18131', 7225]
['HiC_scaffold_18132', 7224]
['HiC_scaffold_18133', 7223]
['HiC_scaffold_18134', 7223]
['HiC_scaffold_18135', 7223]
['HiC_scaffold_8621', 7222]
['HiC_scaffold_18136', 7222]
['HiC_scaffold_2796', 7220]
['HiC_scaffold_18137', 7220]
['HiC_scaffold_18138', 7220]
['HiC_scaffold_18139', 7220]
['HiC_scaffold_18140', 7219]
['HiC_scaffold_10106', 7218]
['HiC_scaffold_18141', 7218]
['HiC_scaffold_18142', 7218]
['HiC_scaffold_18143', 7217]
['HiC_scaffold_18144', 7217]
['HiC_scaffold_18145', 7217]
['HiC_scaffold_18146', 7217]
['HiC_scaffold_18147', 7216]
['HiC_scaffold_18148', 7215]
['HiC_scaffold_18149', 7214]
['HiC_scaffold_18150', 7214]
['HiC_scaffold_18151', 7213]
['HiC_scaffold_18152', 7213]
['HiC_scaffold_18153', 7212]
['HiC_scaffold_18154', 7212]
['HiC_scaffold_7119', 7211]
['HiC_scaffold_18155', 7211]
['HiC_scaffold_18156', 7210]
['HiC_scaffold_7252', 7209]
['HiC_scaffold_18157', 7209]
['HiC_scaffold_18158', 7209]
['HiC_scaffold_18159', 7209]
['HiC_scaffold_18160', 7209]
['HiC_scaffold_18161', 7207]
['HiC_scaffold_18162', 7207]
['HiC_scaffold_18163', 7205]
['HiC_scaffold_18164', 7202]
['HiC_scaffold_18165', 7202]
['HiC_scaffold_18166', 7200]
['HiC_scaffold_18167', 7200]
['HiC_scaffold_7148', 7197]
['HiC_scaffold_18168', 7196]
['HiC_scaffold_18169', 7195]
['HiC_scaffold_18170', 7195]
['HiC_scaffold_18171', 7194]
['HiC_scaffold_18172', 7194]
['HiC_scaffold_18173', 7193]
['HiC_scaffold_18174', 7193]
['HiC_scaffold_18175', 7193]
['HiC_scaffold_18176', 7190]
['HiC_scaffold_18177', 7189]
['HiC_scaffold_18178', 7189]
['HiC_scaffold_18179', 7188]
['HiC_scaffold_18180', 7188]
['HiC_scaffold_18181', 7187]
['HiC_scaffold_18182', 7186]
['HiC_scaffold_18183', 7186]
['HiC_scaffold_6673', 7184]
['HiC_scaffold_18184', 7184]
['HiC_scaffold_18185', 7184]
['HiC_scaffold_18186', 7184]
['HiC_scaffold_814', 7183]
['HiC_scaffold_1803', 7183]
['HiC_scaffold_18187', 7183]
['HiC_scaffold_18188', 7183]
['HiC_scaffold_18189', 7182]
['HiC_scaffold_18190', 7181]
['HiC_scaffold_18191', 7180]
['HiC_scaffold_18192', 7180]
['HiC_scaffold_18193', 7180]
['HiC_scaffold_7777', 7179]
['HiC_scaffold_18194', 7179]
['HiC_scaffold_5760', 7178]
['HiC_scaffold_18195', 7178]
['HiC_scaffold_18196', 7177]
['HiC_scaffold_18197', 7176]
['HiC_scaffold_18198', 7176]
['HiC_scaffold_18199', 7175]
['HiC_scaffold_18200', 7175]
['HiC_scaffold_18201', 7175]
['HiC_scaffold_18202', 7175]
['HiC_scaffold_18203', 7175]
['HiC_scaffold_18204', 7174]
['HiC_scaffold_18205', 7172]
['HiC_scaffold_18206', 7172]
['HiC_scaffold_18207', 7171]
['HiC_scaffold_5559', 7170]
['HiC_scaffold_18208', 7170]
['HiC_scaffold_18209', 7169]
['HiC_scaffold_18210', 7168]
['HiC_scaffold_18211', 7168]
['HiC_scaffold_18212', 7167]
['HiC_scaffold_18213', 7166]
['HiC_scaffold_5301', 7165]
['HiC_scaffold_18214', 7165]
['HiC_scaffold_4780', 7164]
['HiC_scaffold_18215', 7164]
['HiC_scaffold_4190', 7163]
['HiC_scaffold_18216', 7163]
['HiC_scaffold_18217', 7162]
['HiC_scaffold_18218', 7162]
['HiC_scaffold_18219', 7162]
['HiC_scaffold_18220', 7161]
['HiC_scaffold_18221', 7161]
['HiC_scaffold_18222', 7161]
['HiC_scaffold_18223', 7160]
['HiC_scaffold_18224', 7159]
['HiC_scaffold_18225', 7158]
['HiC_scaffold_18226', 7157]
['HiC_scaffold_9712', 7156]
['HiC_scaffold_18227', 7156]
['HiC_scaffold_18228', 7155]
['HiC_scaffold_18229', 7152]
['HiC_scaffold_18230', 7152]
['HiC_scaffold_18231', 7149]
['HiC_scaffold_9249', 7148]
['HiC_scaffold_18232', 7148]
['HiC_scaffold_18233', 7148]
['HiC_scaffold_18234', 7148]
['HiC_scaffold_18235', 7148]
['HiC_scaffold_18236', 7147]
['HiC_scaffold_18237', 7147]
['HiC_scaffold_18238', 7147]
['HiC_scaffold_18239', 7147]
['HiC_scaffold_4284', 7145]
['HiC_scaffold_7349', 7145]
['HiC_scaffold_18240', 7145]
['HiC_scaffold_18241', 7144]
['HiC_scaffold_18242', 7144]
['HiC_scaffold_18243', 7142]
['HiC_scaffold_18244', 7141]
['HiC_scaffold_18245', 7141]
['HiC_scaffold_18246', 7140]
['HiC_scaffold_18247', 7140]
['HiC_scaffold_18248', 7139]
['HiC_scaffold_18249', 7139]
['HiC_scaffold_18250', 7138]
['HiC_scaffold_18251', 7138]
['HiC_scaffold_18252', 7136]
['HiC_scaffold_18253', 7136]
['HiC_scaffold_5732', 7134]
['HiC_scaffold_7937', 7134]
['HiC_scaffold_18254', 7134]
['HiC_scaffold_18255', 7134]
['HiC_scaffold_18256', 7132]
['HiC_scaffold_18257', 7131]
['HiC_scaffold_18258', 7131]
['HiC_scaffold_8541', 7130]
['HiC_scaffold_18259', 7130]
['HiC_scaffold_18260', 7130]
['HiC_scaffold_18261', 7128]
['HiC_scaffold_18262', 7128]
['HiC_scaffold_18263', 7127]
['HiC_scaffold_18264', 7127]
['HiC_scaffold_18265', 7126]
['HiC_scaffold_18266', 7124]
['HiC_scaffold_18267', 7123]
['HiC_scaffold_18268', 7123]
['HiC_scaffold_18269', 7122]
['HiC_scaffold_18270', 7121]
['HiC_scaffold_18271', 7120]
['HiC_scaffold_18272', 7120]
['HiC_scaffold_5305', 7118]
['HiC_scaffold_18273', 7118]
['HiC_scaffold_18274', 7118]
['HiC_scaffold_18275', 7117]
['HiC_scaffold_18276', 7116]
['HiC_scaffold_18277', 7116]
['HiC_scaffold_18278', 7115]
['HiC_scaffold_18279', 7114]
['HiC_scaffold_18280', 7113]
['HiC_scaffold_18281', 7112]
['HiC_scaffold_18282', 7112]
['HiC_scaffold_18283', 7111]
['HiC_scaffold_18284', 7110]
['HiC_scaffold_18285', 7110]
['HiC_scaffold_18286', 7110]
['HiC_scaffold_18287', 7109]
['HiC_scaffold_18288', 7108]
['HiC_scaffold_18289', 7108]
['HiC_scaffold_18290', 7108]
['HiC_scaffold_7454', 7107]
['HiC_scaffold_18291', 7107]
['HiC_scaffold_18292', 7106]
['HiC_scaffold_18293', 7106]
['HiC_scaffold_18294', 7106]
['HiC_scaffold_18295', 7105]
['HiC_scaffold_18296', 7103]
['HiC_scaffold_18297', 7102]
['HiC_scaffold_18298', 7101]
['HiC_scaffold_18299', 7101]
['HiC_scaffold_18300', 7100]
['HiC_scaffold_18301', 7100]
['HiC_scaffold_18302', 7099]
['HiC_scaffold_18303', 7097]
['HiC_scaffold_6575', 7096]
['HiC_scaffold_18304', 7096]
['HiC_scaffold_18305', 7095]
['HiC_scaffold_6274', 7094]
['HiC_scaffold_6440', 7094]
['HiC_scaffold_9180', 7094]
['HiC_scaffold_18306', 7094]
['HiC_scaffold_18307', 7094]
['HiC_scaffold_9967', 7093]
['HiC_scaffold_4531', 7091]
['HiC_scaffold_7742', 7091]
['HiC_scaffold_18308', 7091]
['HiC_scaffold_18309', 7091]
['HiC_scaffold_18310', 7090]
['HiC_scaffold_3907', 7089]
['HiC_scaffold_5567', 7089]
['HiC_scaffold_6417', 7088]
['HiC_scaffold_18311', 7088]
['HiC_scaffold_18312', 7088]
['HiC_scaffold_18313', 7088]
['HiC_scaffold_18314', 7087]
['HiC_scaffold_18315', 7087]
['HiC_scaffold_18316', 7087]
['HiC_scaffold_18317', 7087]
['HiC_scaffold_18318', 7086]
['HiC_scaffold_18319', 7086]
['HiC_scaffold_18320', 7084]
['HiC_scaffold_18321', 7084]
['HiC_scaffold_18322', 7084]
['HiC_scaffold_18323', 7082]
['HiC_scaffold_18324', 7082]
['HiC_scaffold_18325', 7080]
['HiC_scaffold_18326', 7079]
['HiC_scaffold_18327', 7079]
['HiC_scaffold_8403', 7078]
['HiC_scaffold_4137', 7076]
['HiC_scaffold_18328', 7074]
['HiC_scaffold_5637', 7073]
['HiC_scaffold_18329', 7073]
['HiC_scaffold_5263', 7072]
['HiC_scaffold_2158', 7071]
['HiC_scaffold_18330', 7071]
['HiC_scaffold_18331', 7071]
['HiC_scaffold_8019', 7070]
['HiC_scaffold_5124', 7069]
['HiC_scaffold_2811', 7068]
['HiC_scaffold_18332', 7068]
['HiC_scaffold_18333', 7068]
['HiC_scaffold_18334', 7068]
['HiC_scaffold_18335', 7066]
['HiC_scaffold_18336', 7066]
['HiC_scaffold_18337', 7066]
['HiC_scaffold_18338', 7066]
['HiC_scaffold_18339', 7066]
['HiC_scaffold_18340', 7066]
['HiC_scaffold_18341', 7064]
['HiC_scaffold_1687', 7061]
['HiC_scaffold_18342', 7061]
['HiC_scaffold_7391', 7060]
['HiC_scaffold_18343', 7060]
['HiC_scaffold_18344', 7060]
['HiC_scaffold_18345', 7058]
['HiC_scaffold_18346', 7057]
['HiC_scaffold_8350', 7056]
['HiC_scaffold_18347', 7056]
['HiC_scaffold_18348', 7056]
['HiC_scaffold_18349', 7056]
['HiC_scaffold_7751', 7054]
['HiC_scaffold_18350', 7054]
['HiC_scaffold_18351', 7053]
['HiC_scaffold_18352', 7052]
['HiC_scaffold_18353', 7052]
['HiC_scaffold_18354', 7052]
['HiC_scaffold_18355', 7052]
['HiC_scaffold_4833', 7050]
['HiC_scaffold_18356', 7049]
['HiC_scaffold_7957', 7046]
['HiC_scaffold_18357', 7046]
['HiC_scaffold_9533', 7044]
['HiC_scaffold_2787', 7042]
['HiC_scaffold_18358', 7042]
['HiC_scaffold_18359', 7041]
['HiC_scaffold_18360', 7040]
['HiC_scaffold_18361', 7040]
['HiC_scaffold_4578', 7039]
['HiC_scaffold_2853', 7038]
['HiC_scaffold_18362', 7038]
['HiC_scaffold_18363', 7038]
['HiC_scaffold_6211', 7037]
['HiC_scaffold_18364', 7037]
['HiC_scaffold_18365', 7037]
['HiC_scaffold_18366', 7035]
['HiC_scaffold_18367', 7035]
['HiC_scaffold_18368', 7035]
['HiC_scaffold_18369', 7034]
['HiC_scaffold_2069', 7033]
['HiC_scaffold_18370', 7033]
['HiC_scaffold_18371', 7033]
['HiC_scaffold_18372', 7033]
['HiC_scaffold_18373', 7032]
['HiC_scaffold_5539', 7031]
['HiC_scaffold_18374', 7031]
['HiC_scaffold_18375', 7031]
['HiC_scaffold_18376', 7030]
['HiC_scaffold_18377', 7030]
['HiC_scaffold_18378', 7030]
['HiC_scaffold_7051', 7029]
['HiC_scaffold_18379', 7029]
['HiC_scaffold_18380', 7029]
['HiC_scaffold_18381', 7029]
['HiC_scaffold_18382', 7029]
['HiC_scaffold_18383', 7029]
['HiC_scaffold_18384', 7029]
['HiC_scaffold_18385', 7028]
['HiC_scaffold_18386', 7026]
['HiC_scaffold_18387', 7026]
['HiC_scaffold_18388', 7024]
['HiC_scaffold_18389', 7024]
['HiC_scaffold_18390', 7023]
['HiC_scaffold_18391', 7023]
['HiC_scaffold_18392', 7022]
['HiC_scaffold_18393', 7022]
['HiC_scaffold_18394', 7022]
['HiC_scaffold_18395', 7020]
['HiC_scaffold_18396', 7020]
['HiC_scaffold_18397', 7019]
['HiC_scaffold_9117', 7017]
['HiC_scaffold_18398', 7017]
['HiC_scaffold_18399', 7016]
['HiC_scaffold_18400', 7016]
['HiC_scaffold_10383', 7015]
['HiC_scaffold_18401', 7015]
['HiC_scaffold_18402', 7015]
['HiC_scaffold_18403', 7014]
['HiC_scaffold_18404', 7014]
['HiC_scaffold_18405', 7013]
['HiC_scaffold_18406', 7012]
['HiC_scaffold_18407', 7012]
['HiC_scaffold_18408', 7011]
['HiC_scaffold_18409', 7010]
['HiC_scaffold_18410', 7010]
['HiC_scaffold_2077', 7008]
['HiC_scaffold_8547', 7008]
['HiC_scaffold_3690', 7006]
['HiC_scaffold_18411', 7006]
['HiC_scaffold_18412', 7006]
['HiC_scaffold_18413', 7005]
['HiC_scaffold_18414', 7003]
['HiC_scaffold_874', 7002]
['HiC_scaffold_18415', 7001]
['HiC_scaffold_684', 7000]
['HiC_scaffold_690', 7000]
['HiC_scaffold_703', 7000]
['HiC_scaffold_812', 7000]
['HiC_scaffold_827', 7000]
['HiC_scaffold_880', 7000]
['HiC_scaffold_917', 7000]
['HiC_scaffold_953', 7000]
['HiC_scaffold_1032', 7000]
['HiC_scaffold_1164', 7000]
['HiC_scaffold_1194', 7000]
['HiC_scaffold_1204', 7000]
['HiC_scaffold_1333', 7000]
['HiC_scaffold_1392', 7000]
['HiC_scaffold_1653', 7000]
['HiC_scaffold_1696', 7000]
['HiC_scaffold_1746', 7000]
['HiC_scaffold_1748', 7000]
['HiC_scaffold_1776', 7000]
['HiC_scaffold_1785', 7000]
['HiC_scaffold_1832', 7000]
['HiC_scaffold_1842', 7000]
['HiC_scaffold_1997', 7000]
['HiC_scaffold_2010', 7000]
['HiC_scaffold_2126', 7000]
['HiC_scaffold_2289', 7000]
['HiC_scaffold_2315', 7000]
['HiC_scaffold_2325', 7000]
['HiC_scaffold_2341', 7000]
['HiC_scaffold_2389', 7000]
['HiC_scaffold_2538', 7000]
['HiC_scaffold_2580', 7000]
['HiC_scaffold_2647', 7000]
['HiC_scaffold_2723', 7000]
['HiC_scaffold_2733', 7000]
['HiC_scaffold_2764', 7000]
['HiC_scaffold_2803', 7000]
['HiC_scaffold_2873', 7000]
['HiC_scaffold_2913', 7000]
['HiC_scaffold_2966', 7000]
['HiC_scaffold_2984', 7000]
['HiC_scaffold_2990', 7000]
['HiC_scaffold_3109', 7000]
['HiC_scaffold_3189', 7000]
['HiC_scaffold_3296', 7000]
['HiC_scaffold_3406', 7000]
['HiC_scaffold_3411', 7000]
['HiC_scaffold_3431', 7000]
['HiC_scaffold_3478', 7000]
['HiC_scaffold_3527', 7000]
['HiC_scaffold_3647', 7000]
['HiC_scaffold_3891', 7000]
['HiC_scaffold_3980', 7000]
['HiC_scaffold_4077', 7000]
['HiC_scaffold_4084', 7000]
['HiC_scaffold_4188', 7000]
['HiC_scaffold_4326', 7000]
['HiC_scaffold_4383', 7000]
['HiC_scaffold_4385', 7000]
['HiC_scaffold_4452', 7000]
['HiC_scaffold_4724', 7000]
['HiC_scaffold_4847', 7000]
['HiC_scaffold_5050', 7000]
['HiC_scaffold_5160', 7000]
['HiC_scaffold_5277', 7000]
['HiC_scaffold_5384', 7000]
['HiC_scaffold_5512', 7000]
['HiC_scaffold_5525', 7000]
['HiC_scaffold_5554', 7000]
['HiC_scaffold_5563', 7000]
['HiC_scaffold_5761', 7000]
['HiC_scaffold_5925', 7000]
['HiC_scaffold_6021', 7000]
['HiC_scaffold_6194', 7000]
['HiC_scaffold_6288', 7000]
['HiC_scaffold_6359', 7000]
['HiC_scaffold_6647', 7000]
['HiC_scaffold_6939', 7000]
['HiC_scaffold_6973', 7000]
['HiC_scaffold_7033', 7000]
['HiC_scaffold_7120', 7000]
['HiC_scaffold_7416', 7000]
['HiC_scaffold_7680', 7000]
['HiC_scaffold_8688', 7000]
['HiC_scaffold_18416', 6999]
['HiC_scaffold_18417', 6998]
['HiC_scaffold_18418', 6997]
['HiC_scaffold_18419', 6997]
['HiC_scaffold_18420', 6997]
['HiC_scaffold_18421', 6996]
['HiC_scaffold_18422', 6996]
['HiC_scaffold_18423', 6995]
['HiC_scaffold_18424', 6995]
['HiC_scaffold_18425', 6994]
['HiC_scaffold_18426', 6993]
['HiC_scaffold_6148', 6992]
['HiC_scaffold_18427', 6992]
['HiC_scaffold_18428', 6992]
['HiC_scaffold_18429', 6991]
['HiC_scaffold_18430', 6991]
['HiC_scaffold_4445', 6990]
['HiC_scaffold_18431', 6990]
['HiC_scaffold_18432', 6990]
['HiC_scaffold_18433', 6989]
['HiC_scaffold_18434', 6987]
['HiC_scaffold_18435', 6987]
['HiC_scaffold_18436', 6987]
['HiC_scaffold_18437', 6985]
['HiC_scaffold_18438', 6984]
['HiC_scaffold_18439', 6984]
['HiC_scaffold_18440', 6984]
['HiC_scaffold_4937', 6983]
['HiC_scaffold_18441', 6983]
['HiC_scaffold_18442', 6982]
['HiC_scaffold_5711', 6981]
['HiC_scaffold_7392', 6981]
['HiC_scaffold_18443', 6981]
['HiC_scaffold_18444', 6979]
['HiC_scaffold_18445', 6979]
['HiC_scaffold_18446', 6978]
['HiC_scaffold_18447', 6978]
['HiC_scaffold_18448', 6978]
['HiC_scaffold_18449', 6978]
['HiC_scaffold_18450', 6978]
['HiC_scaffold_18451', 6978]
['HiC_scaffold_18452', 6978]
['HiC_scaffold_18453', 6977]
['HiC_scaffold_18454', 6977]
['HiC_scaffold_18455', 6977]
['HiC_scaffold_18456', 6977]
['HiC_scaffold_18457', 6975]
['HiC_scaffold_18458', 6975]
['HiC_scaffold_18459', 6975]
['HiC_scaffold_18460', 6974]
['HiC_scaffold_18461', 6974]
['HiC_scaffold_18462', 6974]
['HiC_scaffold_18463', 6973]
['HiC_scaffold_6643', 6971]
['HiC_scaffold_18464', 6971]
['HiC_scaffold_18465', 6971]
['HiC_scaffold_2067', 6970]
['HiC_scaffold_18466', 6970]
['HiC_scaffold_18467', 6969]
['HiC_scaffold_18468', 6968]
['HiC_scaffold_18469', 6968]
['HiC_scaffold_18470', 6968]
['HiC_scaffold_18471', 6967]
['HiC_scaffold_18472', 6966]
['HiC_scaffold_18473', 6966]
['HiC_scaffold_18474', 6966]
['HiC_scaffold_18475', 6966]
['HiC_scaffold_18476', 6965]
['HiC_scaffold_18477', 6965]
['HiC_scaffold_18478', 6964]
['HiC_scaffold_18479', 6964]
['HiC_scaffold_18480', 6964]
['HiC_scaffold_18481', 6961]
['HiC_scaffold_8812', 6960]
['HiC_scaffold_18482', 6960]
['HiC_scaffold_18483', 6960]
['HiC_scaffold_18484', 6960]
['HiC_scaffold_18485', 6960]
['HiC_scaffold_18486', 6960]
['HiC_scaffold_18487', 6960]
['HiC_scaffold_18488', 6959]
['HiC_scaffold_3816', 6958]
['HiC_scaffold_9343', 6958]
['HiC_scaffold_18489', 6957]
['HiC_scaffold_18490', 6956]
['HiC_scaffold_18491', 6956]
['HiC_scaffold_18492', 6955]
['HiC_scaffold_18493', 6955]
['HiC_scaffold_18494', 6955]
['HiC_scaffold_18495', 6953]
['HiC_scaffold_18496', 6953]
['HiC_scaffold_18497', 6952]
['HiC_scaffold_18498', 6952]
['HiC_scaffold_18499', 6952]
['HiC_scaffold_18500', 6950]
['HiC_scaffold_18501', 6949]
['HiC_scaffold_18502', 6949]
['HiC_scaffold_18503', 6949]
['HiC_scaffold_18504', 6949]
['HiC_scaffold_18505', 6946]
['HiC_scaffold_18506', 6946]
['HiC_scaffold_18507', 6945]
['HiC_scaffold_18508', 6944]
['HiC_scaffold_18509', 6943]
['HiC_scaffold_18510', 6943]
['HiC_scaffold_18511', 6940]
['HiC_scaffold_18512', 6938]
['HiC_scaffold_18513', 6937]
['HiC_scaffold_5073', 6935]
['HiC_scaffold_8369', 6935]
['HiC_scaffold_18514', 6935]
['HiC_scaffold_18515', 6935]
['HiC_scaffold_18516', 6934]
['HiC_scaffold_18517', 6934]
['HiC_scaffold_18518', 6932]
['HiC_scaffold_1150', 6931]
['HiC_scaffold_18519', 6931]
['HiC_scaffold_18520', 6930]
['HiC_scaffold_18521', 6929]
['HiC_scaffold_18522', 6927]
['HiC_scaffold_18523', 6927]
['HiC_scaffold_18524', 6926]
['HiC_scaffold_18525', 6925]
['HiC_scaffold_18526', 6925]
['HiC_scaffold_18527', 6924]
['HiC_scaffold_18528', 6924]
['HiC_scaffold_18529', 6924]
['HiC_scaffold_18530', 6924]
['HiC_scaffold_18531', 6923]
['HiC_scaffold_18532', 6922]
['HiC_scaffold_18533', 6922]
['HiC_scaffold_18534', 6920]
['HiC_scaffold_18535', 6918]
['HiC_scaffold_18536', 6918]
['HiC_scaffold_18537', 6918]
['HiC_scaffold_18538', 6918]
['HiC_scaffold_18539', 6918]
['HiC_scaffold_18540', 6918]
['HiC_scaffold_7035', 6917]
['HiC_scaffold_18541', 6917]
['HiC_scaffold_18542', 6917]
['HiC_scaffold_18543', 6916]
['HiC_scaffold_18544', 6915]
['HiC_scaffold_18545', 6915]
['HiC_scaffold_18546', 6915]
['HiC_scaffold_18547', 6915]
['HiC_scaffold_5621', 6914]
['HiC_scaffold_18548', 6914]
['HiC_scaffold_18549', 6914]
['HiC_scaffold_18550', 6914]
['HiC_scaffold_18551', 6914]
['HiC_scaffold_4290', 6912]
['HiC_scaffold_18552', 6912]
['HiC_scaffold_18553', 6911]
['HiC_scaffold_7064', 6910]
['HiC_scaffold_18554', 6910]
['HiC_scaffold_3507', 6909]
['HiC_scaffold_18555', 6909]
['HiC_scaffold_9934', 6908]
['HiC_scaffold_18556', 6908]
['HiC_scaffold_18557', 6908]
['HiC_scaffold_18558', 6907]
['HiC_scaffold_18559', 6907]
['HiC_scaffold_18560', 6907]
['HiC_scaffold_18561', 6906]
['HiC_scaffold_18562', 6905]
['HiC_scaffold_18563', 6904]
['HiC_scaffold_18564', 6903]
['HiC_scaffold_1262', 6901]
['HiC_scaffold_1870', 6900]
['HiC_scaffold_18565', 6900]
['HiC_scaffold_18566', 6899]
['HiC_scaffold_8565', 6897]
['HiC_scaffold_18567', 6897]
['HiC_scaffold_18568', 6897]
['HiC_scaffold_1915', 6896]
['HiC_scaffold_2525', 6893]
['HiC_scaffold_18569', 6893]
['HiC_scaffold_18570', 6892]
['HiC_scaffold_18571', 6892]
['HiC_scaffold_18572', 6891]
['HiC_scaffold_6342', 6889]
['HiC_scaffold_18573', 6889]
['HiC_scaffold_18574', 6888]
['HiC_scaffold_18575', 6887]
['HiC_scaffold_9836', 6886]
['HiC_scaffold_18576', 6886]
['HiC_scaffold_18577', 6886]
['HiC_scaffold_18578', 6885]
['HiC_scaffold_6426', 6884]
['HiC_scaffold_18579', 6883]
['HiC_scaffold_18580', 6882]
['HiC_scaffold_18581', 6882]
['HiC_scaffold_18582', 6881]
['HiC_scaffold_18583', 6881]
['HiC_scaffold_18584', 6880]
['HiC_scaffold_18585', 6880]
['HiC_scaffold_18586', 6877]
['HiC_scaffold_18587', 6876]
['HiC_scaffold_7767', 6875]
['HiC_scaffold_18588', 6875]
['HiC_scaffold_18589', 6875]
['HiC_scaffold_18590', 6874]
['HiC_scaffold_9942', 6873]
['HiC_scaffold_10006', 6873]
['HiC_scaffold_18591', 6873]
['HiC_scaffold_1708', 6872]
['HiC_scaffold_18592', 6872]
['HiC_scaffold_18593', 6870]
['HiC_scaffold_18594', 6869]
['HiC_scaffold_3743', 6868]
['HiC_scaffold_7543', 6868]
['HiC_scaffold_2059', 6867]
['HiC_scaffold_2710', 6867]
['HiC_scaffold_7316', 6865]
['HiC_scaffold_18595', 6864]
['HiC_scaffold_18596', 6863]
['HiC_scaffold_18597', 6863]
['HiC_scaffold_18598', 6862]
['HiC_scaffold_18599', 6862]
['HiC_scaffold_18600', 6861]
['HiC_scaffold_18601', 6861]
['HiC_scaffold_18602', 6861]
['HiC_scaffold_18603', 6860]
['HiC_scaffold_18604', 6860]
['HiC_scaffold_18605', 6859]
['HiC_scaffold_18606', 6859]
['HiC_scaffold_18607', 6859]
['HiC_scaffold_18608', 6859]
['HiC_scaffold_18609', 6859]
['HiC_scaffold_1664', 6858]
['HiC_scaffold_18610', 6858]
['HiC_scaffold_18611', 6858]
['HiC_scaffold_18612', 6858]
['HiC_scaffold_18613', 6858]
['HiC_scaffold_18614', 6856]
['HiC_scaffold_8035', 6855]
['HiC_scaffold_18615', 6854]
['HiC_scaffold_18616', 6854]
['HiC_scaffold_18617', 6854]
['HiC_scaffold_18618', 6853]
['HiC_scaffold_18619', 6853]
['HiC_scaffold_18620', 6853]
['HiC_scaffold_18621', 6852]
['HiC_scaffold_18622', 6852]
['HiC_scaffold_18623', 6852]
['HiC_scaffold_18624', 6851]
['HiC_scaffold_18625', 6851]
['HiC_scaffold_18626', 6851]
['HiC_scaffold_18627', 6851]
['HiC_scaffold_18628', 6850]
['HiC_scaffold_18629', 6850]
['HiC_scaffold_7948', 6849]
